,wd_loss,wg_loss
0,23.26058006286621,0.3698643445968628
1,-6.03250789642334,-7.4270100593566895
2,-9.7686185836792,-13.561861038208008
3,-9.012206077575684,-16.81992530822754
4,-7.890460968017578,-16.5760498046875
5,-6.613211631774902,-17.02884292602539
6,-7.10831356048584,-14.190451622009277
7,-6.057374000549316,-11.418033599853516
8,-6.041787147521973,-8.327507019042969
9,-5.545943260192871,-6.8164472579956055
10,-4.923520088195801,-5.25021505355835
11,-4.748015403747559,-2.251983165740967
12,-4.327515125274658,-2.009094715118408
13,-3.9253225326538086,-0.0422261580824852
14,-2.7206125259399414,-1.536591649055481
15,-2.6837689876556396,-0.22552695870399475
16,-2.11207914352417,0.0776710957288742
17,-1.7036573886871338,1.1681642532348633
18,-1.435561180114746,0.9543781280517578
19,-1.2084568738937378,-0.5231951475143433
20,-1.1212819814682007,0.906548023223877
21,-1.1759079694747925,-0.9167382121086121
22,-1.0234684944152832,0.22537219524383545
23,-1.0093008279800415,-1.3250396251678467
24,-0.9300447106361389,-0.8862772583961487
25,-0.9902281761169434,-1.4978280067443848
26,-0.9285827875137329,-1.8728398084640503
27,-0.784711480140686,-1.7892156839370728
28,-1.0728812217712402,0.38289135694503784
29,-0.8411163091659546,-0.9548346996307373
30,-0.7058327198028564,-1.6101453304290771
31,-0.8006417155265808,-0.14467693865299225
32,-0.8497358560562134,-0.1859237402677536
33,-0.83649742603302,-0.6876357793807983
34,-0.7055728435516357,-1.1575334072113037
35,-0.6160841584205627,-1.0786845684051514
36,-0.3946461081504822,-0.74233078956604
37,-0.6428315043449402,-1.0968495607376099
38,-0.7939313650131226,1.2738425731658936
39,-0.6494039297103882,-0.8567718863487244
40,-0.595601499080658,-1.7225010395050049
41,-0.7492149472236633,-1.2087935209274292
42,-0.5687834024429321,-0.9995447993278503
43,-0.6265466809272766,0.20399387180805206
44,-0.6023064255714417,-1.8057204484939575
45,-0.42844679951667786,-2.248765468597412
46,-0.5209975838661194,-1.6115809679031372
47,-0.6129482388496399,-1.7223522663116455
48,-0.504071831703186,-2.869999408721924
49,-0.5303674340248108,-1.6648402214050293
50,-0.30159348249435425,-3.019102096557617
51,-0.3594348132610321,-2.867866039276123
52,-0.5300931334495544,-2.746786117553711
53,-0.2903580367565155,-2.189303398132324
54,-0.3868444561958313,-3.4512059688568115
55,-0.3970392346382141,-2.3772566318511963
56,-0.3980601727962494,-1.940505862236023
57,-0.5125546455383301,-4.096782207489014
58,-0.4787481427192688,-2.997180938720703
59,-0.47022438049316406,-3.0969398021698
60,-0.3131698668003082,-1.1103956699371338
61,-0.39811599254608154,-0.8770813941955566
62,-0.3556411862373352,-1.9708201885223389
63,-0.4319031536579132,-4.372066497802734
64,-0.47883427143096924,-2.964963674545288
65,-0.4876609146595001,-2.531440019607544
66,-0.3923896551132202,-1.6651045083999634
