,wd_loss,wg_loss
0,-14.236296653747559,26.542560577392578
1,-30.25733184814453,35.87531661987305
2,-25.891033172607422,37.87108612060547
3,-24.19769859313965,37.054622650146484
4,-27.8281307220459,39.41249084472656
5,-25.64358901977539,40.07482147216797
6,-27.830982208251953,36.982364654541016
7,-26.272153854370117,32.39069747924805
8,-26.219097137451172,29.136383056640625
9,-24.261219024658203,23.624374389648438
10,-21.874481201171875,17.219593048095703
11,-21.4128475189209,12.958252906799316
12,-18.888607025146484,10.545522689819336
13,-18.24213981628418,7.463825225830078
14,-16.776451110839844,9.661153793334961
15,-15.276398658752441,8.283424377441406
16,-14.445619583129883,8.691143035888672
17,-14.16102409362793,7.533700466156006
18,-12.897285461425781,5.133613586425781
19,-12.891456604003906,2.846945285797119
20,-12.74997615814209,3.842167377471924
21,-11.871864318847656,4.14679479598999
22,-11.455682754516602,2.4887642860412598
23,-10.244575500488281,1.2091357707977295
24,-9.935592651367188,1.272470474243164
25,-9.70942497253418,2.318850040435791
26,-9.420435905456543,1.5583418607711792
27,-9.271415710449219,0.10643034428358078
28,-8.799360275268555,0.4558594226837158
29,-8.892521858215332,-0.5341367721557617
30,-8.527661323547363,-1.4689171314239502
31,-8.635869979858398,0.6485588550567627
32,-7.938696384429932,-0.9254621863365173
33,-7.264814853668213,-2.8889412879943848
34,-7.992571830749512,-2.57580304145813
35,-7.550339698791504,-1.9876892566680908
36,-7.043337821960449,0.21246281266212463
37,-7.112433910369873,-0.5975461006164551
38,-6.990868091583252,-1.6526085138320923
39,-6.539743900299072,-1.5149450302124023
40,-6.903650283813477,-0.6280298233032227
41,-6.568357467651367,-1.933445692062378
42,-5.642211437225342,-2.4051308631896973
43,-5.3318281173706055,-3.774836301803589
44,-4.945292949676514,-5.04681396484375
45,-5.5679931640625,-3.250286102294922
46,-5.891848087310791,-3.156705379486084
47,-5.6735429763793945,-3.6617817878723145
48,-5.817643165588379,-3.9731268882751465
49,-5.647179126739502,-3.3775997161865234
50,-5.368982791900635,-2.2361369132995605
51,-4.907256603240967,-4.893374443054199
52,-4.764862537384033,-4.540840148925781
53,-4.875595569610596,-5.911349296569824
54,-4.7541608810424805,-4.982079982757568
55,-4.644834041595459,-3.9089410305023193
56,-4.866181373596191,-3.5898685455322266
57,-4.625339508056641,-4.750227928161621
58,-4.7723002433776855,-5.9468512535095215
