,wd_loss,wg_loss
176,-2.581120729446411,-3.8313355445861816
177,-2.305330276489258,-2.734182834625244
178,-2.3325157165527344,-3.368162155151367
179,-2.3209338188171387,-2.0053629875183105
180,-2.670004367828369,-2.7188708782196045
181,-2.6310510635375977,-3.0048091411590576
182,-2.4883625507354736,-3.4041519165039062
183,-2.5335278511047363,-2.1787896156311035
184,-3.1505606174468994,-1.8764963150024414
185,-2.789236307144165,-1.925171971321106
186,-2.641425609588623,-3.0032811164855957
187,-2.6765012741088867,-2.9499688148498535
188,-2.692829132080078,-4.748927116394043
189,-2.3997251987457275,-4.027146339416504
190,-2.511662721633911,-4.746620178222656
191,-2.808415412902832,-3.201467514038086
192,-3.076456308364868,-2.5137674808502197
193,-3.3438029289245605,-2.790987014770508
194,-2.5772974491119385,-4.241538047790527
195,-2.759036064147949,-4.510345458984375
196,-2.696834087371826,-4.46132755279541
197,-2.4750325679779053,-5.040462493896484
198,-2.4599123001098633,-5.33713436126709
199,-2.2620222568511963,-5.308860778808594
200,-2.665827751159668,-3.8307580947875977
201,-3.253495693206787,-4.08101749420166
202,-2.1033425331115723,-3.208550453186035
203,-2.447178840637207,-4.132294654846191
204,-2.4984235763549805,-4.163003921508789
205,-2.2338273525238037,-3.167943000793457
206,-3.394667625427246,-3.158043622970581
207,-2.5103702545166016,-4.243364334106445
208,-2.7806358337402344,-4.828725337982178
209,-2.6044375896453857,-5.953380584716797
210,-2.3193788528442383,-4.699797630310059
211,-2.79223895072937,-4.79225492477417
212,-2.962165355682373,-3.880039691925049
213,-2.30892276763916,-4.350427627563477
214,-2.5421271324157715,-3.7062878608703613
215,-1.94928777217865,-3.5777387619018555
216,-2.2220852375030518,-2.8471169471740723
217,-2.265800952911377,-3.2644264698028564
218,-1.7360831499099731,-3.3764777183532715
219,-2.4047696590423584,-4.262849807739258
220,-2.505371570587158,-3.9770565032958984
221,-2.3241000175476074,-5.376386642456055
222,-3.0676493644714355,-3.467466354370117
223,-2.8013861179351807,-3.69486665725708
224,-2.311695098876953,-2.756052017211914
225,-2.5076680183410645,-3.899808406829834
226,-2.6035261154174805,-3.570265293121338
227,-2.0345330238342285,-3.8910422325134277
228,-2.3840227127075195,-4.165421485900879
229,-2.5174481868743896,-3.4063048362731934
230,-2.5481553077697754,-2.5075790882110596
231,-2.825249671936035,-1.9159737825393677
232,-2.6822116374969482,-1.7276690006256104
233,-2.8331446647644043,-1.6784255504608154
234,-2.9857683181762695,-4.06599235534668
235,-2.3793046474456787,-5.870100975036621
236,-2.5064926147460938,-4.843567848205566
237,-2.981441020965576,-5.295915126800537
238,-2.0823516845703125,-4.315038681030273
239,-2.5761425495147705,-4.805394172668457
240,-2.273472785949707,-5.406772613525391
241,-2.09906268119812,-5.539689064025879
242,-2.1654350757598877,-4.315466403961182
243,-2.5451722145080566,-4.609193801879883
244,-2.2368838787078857,-5.031349182128906
245,-2.2478320598602295,-3.7936573028564453
246,-2.10957670211792,-4.492636203765869
247,-1.7988451719284058,-4.006999492645264
248,-2.2996320724487305,-3.539088010787964
249,-2.8287386894226074,-2.741722583770752
250,-2.4537549018859863,-3.777972459793091
251,-2.5661158561706543,-3.916213035583496
252,-2.130497932434082,-3.8121964931488037
253,-2.8854193687438965,-2.9158685207366943
254,-2.784531831741333,-2.3632030487060547
255,-2.31669282913208,-2.4185848236083984
256,-2.799769639968872,-2.7754998207092285
257,-2.5231804847717285,-2.7508203983306885
258,-2.2645153999328613,-3.2718799114227295
259,-2.1825740337371826,-3.0429046154022217
260,-2.3775155544281006,-2.3744821548461914
261,-2.336951971054077,-2.869790554046631
262,-2.250424861907959,-1.7641818523406982
263,-2.354057550430298,-1.4092684984207153
264,-2.4424335956573486,-2.4705889225006104
265,-1.9770148992538452,-2.7988076210021973
266,-2.520409107208252,-2.624431610107422
267,-2.6046791076660156,-2.3709568977355957
268,-2.75414776802063,-1.6710063219070435
269,-2.168382167816162,-0.8748903274536133
270,-2.383331775665283,-1.9160914421081543
271,-2.2832791805267334,-1.7781360149383545
272,-2.2041094303131104,-1.8368500471115112
273,-2.8474814891815186,-2.0145373344421387
274,-2.8148293495178223,-2.6818177700042725
275,-2.4237074851989746,-2.9367356300354004
276,-2.844898223876953,-2.238874673843384
277,-2.4394166469573975,-3.3183810710906982
278,-2.4534528255462646,-2.0813941955566406
279,-2.6606719493865967,-3.4365286827087402
280,-1.954516887664795,-2.952597141265869
281,-1.982863426208496,-2.5830066204071045
282,-2.1598424911499023,-2.129793167114258
283,-2.41298508644104,-1.3610130548477173
284,-2.5990185737609863,-2.8622004985809326
285,-1.8983442783355713,-3.1686782836914062
286,-2.426657199859619,-2.704716205596924
287,-2.0684916973114014,-3.412835121154785
288,-2.1178536415100098,-3.50119948387146
289,-2.30189847946167,-2.6439266204833984
290,-2.4462924003601074,-3.9842071533203125
291,-2.2857494354248047,-3.2408604621887207
292,-2.6584341526031494,-3.2767491340637207
293,-1.9513740539550781,-2.6007285118103027
294,-2.46543025970459,-1.1372607946395874
295,-2.4784739017486572,-2.6404285430908203
296,-2.1549136638641357,-2.7645201683044434
297,-2.48933744430542,-2.113870143890381
298,-2.6140730381011963,-1.6444798707962036
299,-2.62180233001709,-3.7220892906188965
300,-2.119795799255371,-1.7345879077911377
301,-2.446467399597168,-2.665754795074463
302,-2.1048996448516846,-3.064429521560669
303,-2.25917649269104,-2.292135715484619
304,-2.2025859355926514,-2.691619873046875
305,-2.561762571334839,-2.179482936859131
306,-2.3599748611450195,-0.9052892923355103
307,-2.3871383666992188,-0.8196004629135132
308,-2.021411657333374,-1.5777947902679443
309,-2.055988311767578,-1.0800831317901611
310,-2.158078193664551,-1.635624647140503
311,-2.30062198638916,-2.483330249786377
312,-1.938612699508667,-3.1442711353302
313,-2.263862371444702,-3.482062339782715
314,-2.165041923522949,-1.5685174465179443
315,-2.7187955379486084,-0.7665327191352844
316,-2.8104491233825684,-1.7748960256576538
317,-2.7275094985961914,-1.705087661743164
318,-2.349303722381592,-2.803718090057373
319,-2.402019739151001,-3.364480972290039
320,-2.275806427001953,-2.9242615699768066
321,-2.3843705654144287,-3.3097152709960938
322,-2.1463077068328857,-3.5945518016815186
323,-2.1386680603027344,-3.6906309127807617
324,-2.2125017642974854,-3.288821220397949
325,-2.6215567588806152,-4.66120719909668
326,-1.8761277198791504,-5.821717739105225
327,-2.0077974796295166,-4.618436336517334
328,-2.1545252799987793,-3.860710382461548
329,-2.1520705223083496,-2.5413458347320557
330,-2.6183745861053467,-2.655949592590332
331,-2.3617117404937744,-2.809361219406128
332,-2.426069498062134,-3.399923801422119
333,-1.8571279048919678,-3.857403516769409
334,-2.0577220916748047,-2.5326194763183594
335,-2.1844053268432617,-3.3888297080993652
336,-2.1219706535339355,-2.904742479324341
337,-2.601447582244873,-2.4041457176208496
338,-2.2315492630004883,-0.9505091905593872
339,-2.2622690200805664,-1.0179551839828491
340,-2.124943971633911,-1.5772582292556763
341,-2.0481183528900146,-1.9295759201049805
342,-2.4898335933685303,-2.356496810913086
343,-2.392857551574707,-2.5327582359313965
344,-2.6019067764282227,-1.3477386236190796
345,-2.230724811553955,-2.0933730602264404
346,-2.1333298683166504,-2.995936155319214
347,-2.209660291671753,-2.986347198486328
348,-2.360363006591797,-1.9502942562103271
349,-2.432295322418213,-1.1741043329238892
350,-2.6377246379852295,-2.237276315689087
351,-2.144951343536377,-1.926779866218567
352,-2.4717726707458496,-0.7782144546508789
353,-2.3678958415985107,-1.4566385746002197
354,-2.1681759357452393,-2.3571600914001465
355,-2.2831404209136963,-1.8011088371276855
356,-2.1857573986053467,-2.242839813232422
357,-2.5963644981384277,-1.1378381252288818
358,-2.2597622871398926,-2.0480856895446777
359,-2.353275775909424,-2.063974142074585
360,-2.528815269470215,-3.429931640625
361,-2.082859992980957,-3.9816207885742188
362,-2.191054582595825,-2.488184690475464
363,-2.581629991531372,-2.4853758811950684
364,-2.5864980220794678,-2.7813363075256348
365,-2.213470458984375,-2.9378418922424316
366,-2.480372905731201,-2.4184837341308594
367,-2.1089234352111816,-3.4312543869018555
368,-2.12540602684021,-3.7593326568603516
369,-2.0431597232818604,-2.951859951019287
370,-2.4599249362945557,-3.9348249435424805
371,-1.492864727973938,-3.568985939025879
372,-2.3296005725860596,-3.9413416385650635
373,-2.098748207092285,-3.6635751724243164
374,-1.9489562511444092,-3.4951088428497314
375,-2.0600171089172363,-3.537125825881958
376,-2.1993086338043213,-4.388658046722412
377,-2.0935356616973877,-4.531742095947266
378,-1.8053674697875977,-4.017784595489502
379,-1.9138175249099731,-4.178664207458496
380,-1.9467166662216187,-3.8947744369506836
381,-2.1639883518218994,-3.6898574829101562
382,-2.381937265396118,-4.350705146789551
383,-2.237560749053955,-3.8772225379943848
384,-2.175886392593384,-3.662665843963623
385,-2.0638604164123535,-4.0136308670043945
386,-1.9545871019363403,-4.124047756195068
387,-2.0751700401306152,-3.0266408920288086
388,-2.2297329902648926,-4.061505317687988
389,-1.8532575368881226,-4.021062850952148
390,-2.2209389209747314,-3.6671009063720703
391,-2.1069395542144775,-4.143775939941406
392,-2.185953140258789,-3.2986855506896973
393,-2.288278341293335,-3.1040055751800537
394,-2.3914666175842285,-2.6185853481292725
395,-2.4334192276000977,-2.5292422771453857
396,-1.6429188251495361,-3.356198787689209
397,-1.9715754985809326,-2.302372455596924
398,-1.9757574796676636,-2.937218427658081
399,-2.093039035797119,-3.1020917892456055
400,-2.073070526123047,-3.4322829246520996
401,-2.2175650596618652,-3.6110668182373047
402,-2.1929941177368164,-3.2888717651367188
403,-1.9254891872406006,-3.050999164581299
404,-2.127786159515381,-1.7930974960327148
405,-2.081836700439453,-2.0573105812072754
406,-1.7674692869186401,-2.340847969055176
407,-2.1278867721557617,-1.0098330974578857
408,-2.903320074081421,-1.481889009475708
409,-2.218391180038452,-2.1217808723449707
410,-2.009122371673584,-0.7174489498138428
411,-2.008734941482544,-1.9011759757995605
412,-2.1455626487731934,-2.10304856300354
413,-1.8334516286849976,-1.6341851949691772
414,-1.9986950159072876,-2.216801643371582
415,-2.1245102882385254,-2.944368839263916
416,-2.2307589054107666,-1.8006012439727783
417,-2.8204691410064697,-2.1471543312072754
418,-2.4671244621276855,-2.2359964847564697
419,-1.9354331493377686,-2.7159945964813232
420,-2.109931230545044,0.6061309576034546
421,-2.376213788986206,-0.45384636521339417
422,-2.416703462600708,-1.9775874614715576
423,-1.9163305759429932,-1.6587133407592773
424,-1.989137887954712,-1.0419814586639404
425,-2.3187122344970703,-2.1993887424468994
426,-2.0606536865234375,-2.335826873779297
427,-2.2851014137268066,-1.376399278640747
428,-2.36350679397583,-1.5482333898544312
429,-2.4232664108276367,-1.8246108293533325
430,-2.197732448577881,-2.383373737335205
431,-1.8414198160171509,-1.7398476600646973
432,-2.193533182144165,-2.041966199874878
433,-2.2318851947784424,-2.0963542461395264
434,-1.9092873334884644,-1.6725108623504639
435,-2.1245832443237305,-2.8822274208068848
436,-1.7496795654296875,-1.4278016090393066
437,-1.9090077877044678,-1.5588855743408203
438,-2.551990509033203,-2.388308525085449
439,-1.912985920906067,-2.5730581283569336
440,-2.525400161743164,-1.8964641094207764
441,-2.0067381858825684,-1.6245462894439697
442,-2.150083065032959,-1.983433485031128
443,-1.8286553621292114,-2.4834342002868652
444,-2.059504747390747,-3.0206642150878906
445,-1.9034981727600098,-3.6249237060546875
446,-1.853121042251587,-2.978597402572632
447,-1.9917422533035278,-2.329364776611328
448,-2.0555338859558105,-2.523413896560669
449,-1.675561785697937,-2.564401388168335
450,-2.054856777191162,-2.300018310546875
451,-2.353297472000122,-1.625912070274353
452,-2.139713764190674,-2.9833292961120605
453,-1.945290446281433,-1.607670545578003
454,-1.9757286310195923,-0.7127739191055298
455,-1.6946052312850952,-0.40437132120132446
456,-1.6742265224456787,-0.04628850519657135
457,-2.568286418914795,-0.36375683546066284
458,-2.3071985244750977,-0.6422467827796936
459,-2.6245381832122803,-1.5666759014129639
460,-1.8784136772155762,-2.3867685794830322
461,-1.9844095706939697,-1.883657693862915
462,-1.918253779411316,-2.207077741622925
463,-1.7592389583587646,-1.7982916831970215
464,-1.6875358819961548,-1.1889805793762207
465,-2.238335132598877,-0.42214101552963257
466,-1.8968302011489868,-0.7791675329208374
467,-2.0999221801757812,-0.0011665001511573792
468,-2.0781097412109375,-0.26716598868370056
469,-2.1048033237457275,-0.27350038290023804
470,-1.8166320323944092,-0.9213493466377258
471,-1.8487118482589722,-0.6168878078460693
472,-1.738934874534607,0.5418490767478943
473,-1.98876953125,0.4318222105503082
474,-2.138453960418701,0.1690923422574997
475,-2.233456611633301,0.6635978817939758
476,-2.642695188522339,-0.5967950224876404
477,-1.8230314254760742,-1.772053837776184
478,-2.174903154373169,-1.4246699810028076
479,-2.1512670516967773,-1.7049487829208374
480,-2.130209445953369,-2.8413312435150146
481,-1.8214272260665894,-2.1656272411346436
482,-2.2618367671966553,-2.913083791732788
483,-2.3839948177337646,-3.2325117588043213
484,-1.828779935836792,-3.402419090270996
485,-1.9133505821228027,-3.8613553047180176
486,-1.791359782218933,-3.4352588653564453
487,-1.978541374206543,-3.098602771759033
488,-2.0712785720825195,-2.2668633460998535
489,-2.284010887145996,-1.3961498737335205
490,-2.0572385787963867,-2.6826694011688232
491,-2.130546808242798,-1.446632742881775
492,-1.8327072858810425,-1.679995059967041
493,-1.9686204195022583,-1.3969093561172485
494,-2.032136917114258,-3.054304599761963
495,-2.067195415496826,-2.529566764831543
496,-1.79520845413208,-2.187941074371338
497,-2.005279541015625,-2.9588875770568848
498,-2.0186948776245117,-1.517409324645996
499,-1.9807701110839844,-0.934386134147644
500,-1.8728423118591309,-0.4746209383010864
501,-2.110809564590454,-0.4115595519542694
502,-2.211186408996582,-0.7177366018295288
503,-1.622847318649292,-0.80411696434021
504,-1.7863317728042603,-1.8544666767120361
505,-2.0302350521087646,-1.666151523590088
506,-2.1973941326141357,-1.7876558303833008
507,-2.0993080139160156,-1.1616315841674805
508,-2.251526355743408,-1.3856914043426514
509,-2.0239696502685547,-1.6739284992218018
510,-1.9521763324737549,-2.4922525882720947
511,-1.7511537075042725,-2.5579092502593994
512,-1.7485408782958984,-2.3182008266448975
513,-1.9331094026565552,-1.9226598739624023
514,-1.7838162183761597,-1.3121304512023926
515,-2.3322255611419678,-1.6592799425125122
516,-2.011960744857788,-1.7563035488128662
517,-2.148651361465454,-1.685981273651123
518,-2.1417160034179688,-1.5806632041931152
519,-2.344799518585205,-2.08774995803833
520,-2.0606510639190674,-1.5187451839447021
521,-2.0932726860046387,-1.2948997020721436
522,-2.0869319438934326,-1.540000081062317
523,-2.17862606048584,-2.0255167484283447
524,-2.167771816253662,-2.4440488815307617
525,-1.8772854804992676,-1.9103657007217407
526,-1.822648048400879,-2.2790019512176514
527,-1.7696048021316528,-2.375094175338745
528,-1.815793752670288,-2.169833183288574
529,-2.0297696590423584,-2.807900905609131
530,-2.009117364883423,-1.717082142829895
531,-1.8758832216262817,-2.4016408920288086
532,-1.6120766401290894,-3.1568241119384766
533,-1.8577947616577148,-3.849928379058838
534,-1.91103196144104,-2.2875611782073975
535,-1.6792806386947632,-1.5671534538269043
536,-1.8446351289749146,-0.623216986656189
537,-2.1062769889831543,-1.8519110679626465
538,-2.021336317062378,-2.219311237335205
539,-2.2028722763061523,-2.8595383167266846
540,-1.982137680053711,-2.2550811767578125
541,-2.324054718017578,-3.013540744781494
542,-1.9348925352096558,-2.7172141075134277
543,-2.132012367248535,-1.566352367401123
544,-2.4485113620758057,0.1396007239818573
545,-1.7377461194992065,-0.5057675242424011
546,-1.9916515350341797,0.08140815049409866
547,-2.1147069931030273,-0.8979858756065369
548,-2.110630512237549,0.8805447816848755
549,-1.8619886636734009,-0.5522235035896301
550,-2.0793850421905518,-0.23984067142009735
551,-1.737760305404663,-0.8409441113471985
552,-2.0661473274230957,0.9531789422035217
553,-2.6085872650146484,-0.27544572949409485
554,-1.469954013824463,-1.2300821542739868
555,-1.766017198562622,-1.2611687183380127
556,-1.7759824991226196,-0.6205613613128662
557,-1.9430750608444214,-0.7157229781150818
558,-2.0231549739837646,-0.35537636280059814
559,-1.5572260618209839,0.4166190028190613
560,-2.143014669418335,-0.731178879737854
561,-2.2459676265716553,0.3291607201099396
562,-2.0403428077697754,-0.5016999244689941
563,-1.9870258569717407,-1.200346827507019
564,-1.9223554134368896,-2.30538272857666
565,-1.6454237699508667,-0.7230759859085083
566,-2.2254860401153564,-0.11541375517845154
567,-1.777848720550537,-0.16263431310653687
568,-2.054752826690674,-0.8611294031143188
569,-1.887258768081665,-0.0030579455196857452
570,-1.747671365737915,-0.10739694535732269
571,-2.0345888137817383,-0.7913913130760193
572,-1.5328118801116943,0.635424017906189
573,-2.0731775760650635,0.1308216005563736
574,-2.1162161827087402,-0.2330644279718399
575,-2.088777542114258,-1.4171900749206543
576,-1.9044873714447021,-2.3418307304382324
577,-1.9772735834121704,-2.8596482276916504
578,-1.6985992193222046,-2.757164478302002
579,-2.16302752494812,-1.9742989540100098
580,-1.9516850709915161,-1.5089761018753052
581,-1.9697062969207764,-0.6384673118591309
582,-1.9013651609420776,-1.7133424282073975
583,-2.1369574069976807,-2.7486112117767334
584,-1.7312445640563965,-1.084581971168518
585,-1.971777081489563,-1.922315239906311
586,-2.1957948207855225,-1.8472219705581665
587,-1.9085205793380737,-1.1709529161453247
588,-2.028674840927124,-1.0453310012817383
589,-1.7879990339279175,-0.18252518773078918
590,-2.046449661254883,0.398462176322937
591,-1.6503499746322632,-0.2595815062522888
592,-1.6726984977722168,-0.008371129631996155
593,-1.9551743268966675,-0.10410027205944061
594,-1.7202911376953125,-0.997181236743927
595,-2.0057144165039062,0.9817930459976196
596,-2.20168399810791,0.6184985041618347
597,-2.2242343425750732,0.7685691118240356
598,-2.3281261920928955,1.0042284727096558
599,-1.682602882385254,0.27626481652259827
600,-1.9568623304367065,1.4559383392333984
601,-2.261793375015259,-0.11501613259315491
602,-1.544630527496338,0.5015006065368652
603,-1.9847887754440308,-0.47972023487091064
604,-1.655224323272705,-0.7281152606010437
605,-1.7395447492599487,-1.1333811283111572
606,-2.242548704147339,-0.5756732225418091
607,-1.4598195552825928,-1.3642996549606323
608,-1.9424631595611572,0.6785269975662231
609,-1.9672117233276367,-0.8842436075210571
610,-1.9604198932647705,-0.1482241302728653
611,-2.3016796112060547,-1.8938425779342651
612,-1.93429434299469,-1.6247889995574951
613,-1.710660696029663,-0.8090158104896545
614,-1.839716911315918,-1.130483627319336
615,-1.7599354982376099,-0.3926774859428406
616,-2.2197976112365723,-0.15599216520786285
617,-1.8254963159561157,-1.0214107036590576
618,-2.1659789085388184,0.5024064779281616
619,-2.4291439056396484,-0.049332521855831146
620,-1.8574275970458984,0.36667197942733765
621,-2.098064422607422,-0.5885761976242065
622,-1.9055497646331787,-0.43266022205352783
623,-1.8432389497756958,-0.08426560461521149
624,-1.935627818107605,-1.139030933380127
625,-2.1110918521881104,-1.226351022720337
626,-2.08146595954895,-1.1548466682434082
627,-2.0092506408691406,-0.9882395267486572
628,-1.7953307628631592,-1.1632479429244995
629,-1.721022367477417,-2.1332452297210693
630,-1.801507592201233,-2.5287609100341797
631,-1.6673167943954468,-1.2702522277832031
632,-1.78315007686615,-1.3688292503356934
633,-1.3653433322906494,-1.9205514192581177
634,-1.7238214015960693,-1.3779170513153076
635,-1.578857421875,-0.8378510475158691
636,-1.9150068759918213,-1.611456274986267
637,-2.2735788822174072,-0.6049540042877197
638,-1.6543184518814087,-0.7164692878723145
639,-1.9151694774627686,-0.0819205641746521
640,-1.9362103939056396,0.019358493387699127
641,-1.9773920774459839,-1.0044680833816528
642,-2.0123414993286133,-0.8840032815933228
643,-1.557569146156311,-1.444067120552063
644,-1.8658720254898071,0.374653697013855
645,-2.3078410625457764,-0.9254892468452454
646,-1.4657385349273682,-0.22179289162158966
647,-1.9082849025726318,-0.5628433227539062
648,-1.7265208959579468,-0.21131043136119843
649,-1.7315422296524048,0.5690042972564697
650,-1.9290211200714111,-0.47426262497901917
651,-1.9061553478240967,-0.9178106784820557
652,-1.8649489879608154,0.12922632694244385
653,-1.9086657762527466,0.7476263642311096
654,-1.862655758857727,0.07931666076183319
655,-1.8384958505630493,-0.08876897394657135
656,-1.9010981321334839,-0.7763595581054688
657,-1.8340764045715332,0.4059222340583801
658,-1.6880881786346436,0.1297217756509781
659,-1.8559490442276,0.061115771532058716
660,-1.5957258939743042,0.2982596457004547
661,-1.8052836656570435,1.4348832368850708
662,-2.162060260772705,1.8682494163513184
